gpf0,gpf1,gpf2,gpf3,gpf4,gpf5,gpf6,gpf7,gpf8,gpf9
1150.3460655342938,3877.309572890576,2517.19804591706,3578.6497017797565,2365.1014176653084,1476.4293015147505,614.7707455318678,1951.1462005181236,1301.8203958888491,2859.4260651452096
1187.951293476044,5188.643579391321,2966.9954970514136,4518.3302545819815,3176.9784970842925,2163.446824267402,-0.227356939157918,2366.4599321543997,1722.2622502698991,3725.916868481283
1209.0745803473235,6487.476436426667,3391.2011392139907,5437.35968868772,3976.1289222785017,2834.22158500363,-661.1968164114745,2769.7422009115926,2129.976495826734,4566.045321473859
472.42477935942503,3397.400915175958,1630.7627275106258,2386.5332632560226,2018.2853583055564,487.38607072055623,1944.4182990497268,1603.8471028177698,769.2317038081029,1767.002697451758
1434.987752429011,4349.818367393077,3197.168938256885,4251.409987237282,2897.454720935545,1890.9962577884066,-124.51108007481133,2404.1182204662205,1601.0956944827024,3477.485010349486
472.5305214859494,4679.377974484259,2021.845668576256,3257.8165929971024,2800.8053001741473,986.9044077930448,2726.9381785913843,1989.8490842361173,1160.3164449299456,2573.011347347139
1502.790361390793,6710.771011971039,4007.228889470558,5953.803002402633,4359.125173720217,3128.01614154515,-2296.635352701756,3152.7384523533083,2358.181614005651,5037.60577914553
472.6261437500059,7244.211079671729,2804.3475335276826,5022.662847218614,4366.181166731493,1986.4025051405981,4292.314017334621,2764.0188425478664,1942.8196432874056,4185.375184078361
7761.458308185691,10569.73975438152,13566.541996865884,16412.004368920778,8703.035084355519,11409.774624652453,-27902.84361644715,7802.764333732052,6958.083859166592,14505.498693199408
8060.204821018135,13073.471488380877,14726.706614561495,18507.12073983985,10322.22493512613,14274.516076515478,-52889.435275874246,8721.785472284473,7884.431204632003,16414.171599284953
8279.318702151977,16107.746693574094,15943.136046606893,20873.84766999762,12240.847578997076,17729.642911648087,-85369.06127333188,9759.064348947948,8929.367070232105,18567.062521342967
