gpf0,gpf1,gpf2,gpf3,gpf4,gpf5,gpf6,gpf7,gpf8,gpf9
8742.01597475895,9502.863965274437,14554.641813282484,16810.31967085557,8336.816641125659,10148.895693700424,-6109.712431562416,8091.628276944203,7080.577688411209,14788.416088699758
7436.431704963267,8666.469031538798,12559.29485241406,14727.991759232395,7453.110382127231,9377.258656871658,-12167.385821471056,7040.861208806733,6222.384940006619,12981.607054164893
7436.431704963267,8666.469031538798,12559.29485241406,14727.991759232395,7453.110382127231,9377.258656871658,-12167.385821471056,7040.861208806733,6222.384940006619,12981.607054164893
471.102324122591,3392.3779837060083,1711.4156999791824,2380.3112559989004,2098.1554567725075,486.3900794445148,1942.3390656113404,1683.7172012847207,767.1524829278947,1763.5874382618335
9377.74279787232,11094.850580315026,15883.63434250202,18704.148748486983,9502.51894845786,12064.857941800525,-18045.592089390888,8918.48650004843,7911.99499481147,16501.715476628622
9377.74279787232,11094.850580315026,15883.63434250202,18704.148748486983,9502.51894845786,12064.857941800525,-18045.592089390888,8918.48650004843,7911.99499481147,16501.715476628622
471.2080662491154,4674.355023372155,2102.498641044813,3251.584311444897,2880.675398641098,985.9084165170034,2724.8589451529983,2069.719182703069,1158.237216096584,2569.596088157214
9605.63312387946,12021.971662081522,16468.79469624119,19621.78241703475,10137.908863638662,13168.455799282436,-26530.148743984326,9322.470503382086,8318.786396210415,17339.93495553065
7821.106659507736,10267.462467466818,13557.98956509231,16299.980362485787,8547.653765565483,11282.33822011342,-26753.41160501601,7733.22487575508,6920.012733168371,14419.1660713644
9605.63312387946,12021.971662081522,16468.79469624119,19621.78241703475,10137.908863638662,13168.455799282436,-26530.148743984326,9322.470503382086,8318.786396210415,17339.93495553065
7821.106659507736,10267.462467466818,13557.98956509231,16299.980362485787,8547.653765565483,11282.33822011342,-26753.41160501601,7733.22487575508,6920.012733168371,14419.1660713644
8160.095896256692,12887.278462594324,14806.951087749594,18524.418370058887,10249.977884819611,14374.76812969143,-54331.33078824969,8709.06096528319,7903.659639412664,16445.916951501473
8160.095896256692,12887.278462594324,14806.951087749594,18524.418370058887,10249.977884819611,14374.76812969143,-54331.33078824969,8709.06096528319,7903.659639412664,16445.916951501473
471.3036885131719,7239.188118741997,2885.0005059962386,5016.340722212942,4446.0512651984445,1985.4065138645567,4290.234783896234,2843.8889410148167,1940.7404115166798,4181.959924888436
10049.307059938548,14944.33417075266,17948.96024309294,22184.06021676225,12056.813753120989,16623.532420102485,-56742.08804884189,10447.133178565999,9451.686955066383,19674.19490110456
10049.307059938548,14944.33417075266,17948.96024309294,22184.06021676225,12056.813753120989,16623.532420102485,-56742.08804884189,10447.133178565999,9451.686955066383,19674.19490110456
8183.442437518857,13136.407585522535,14913.930048983997,18725.214780988368,10409.14282185892,14668.074955029519,-57087.439881633494,8797.083642441654,7992.36598518026,16628.684148266082
8183.442437518857,13136.407585522535,14913.930048983997,18725.214780988368,10409.14282185892,14668.074955029519,-57087.439881633494,8797.083642441654,7992.36598518026,16628.684148266082
8493.980573742,17827.63241153079,16757.188655799324,22350.67255960779,13366.854126387272,20180.070206539167,-111343.48929690756,10385.87357902191,9592.574588005256,19925.57547947173
8493.980573742,17827.63241153079,16757.188655799324,22350.67255960779,13366.854126387272,20180.070206539167,-111343.48929690756,10385.87357902191,9592.574588005256,19925.57547947173
8635.461818739579,21186.210346913256,17969.610787544705,24849.04109975886,15459.659956141255,24119.295116805217,-151935.91482000827,11480.624585686899,10694.262245730217,22195.29284172395
8635.461818739579,21186.210346913256,17969.610787544705,24849.04109975886,15459.659956141255,24119.295116805217,-151935.91482000827,11480.624585686899,10694.262245730217,22195.29284172395
8900.412526044685,31016.942941571215,21320.59366922464,31983.6719274054,21539.82989850469,35636.75069168667,-275123.4292428033,14607.35250310676,13837.872307383952,28671.678005158083
8900.412526044685,31016.942941571215,21320.59366922464,31983.6719274054,21539.82989850469,35636.75069168667,-275123.4292428033,14607.35250310676,13837.872307383952,28671.678005158083
469.7798688857571,3387.32818633914,1785.3515364000984,2374.216818248091,2171.3084191918174,485.3934693237731,1940.2523762300816,1756.8701637040306,765.0658060574474,1760.173221938571
469.88561101228146,4669.305209396932,2176.434477465729,3245.492298123948,2953.8283610604085,984.9118063962617,2722.7722557717393,2142.8721451223787,1156.1505313114933,2566.181871833952
469.98123327633795,7234.138296465794,2958.936342417155,5010.174135472504,4519.204227617754,1984.4099037438148,4288.148094514974,2917.041903434127,1938.653723801457,4178.545708565172
