gpf0,gpf1,gpf2,gpf3,gpf4,gpf5,gpf6,gpf7,gpf8,gpf9
-1.5006802721088437,-75.01258499999999,0.49979999999999997,52.440594738208056,-550.0,-0.09969411764705882,-4.063185414739908,1.4168366929629614,0.3534118843049395,5.44914025628262
-1.5006802721088437,-75.01258499999999,0.49979999999999997,47.43406464171645,-450.0,-0.09969411764705882,-3.675289493000964,1.4168366929629614,0.3534118843049395,5.44914025628262
-1.5006802721088437,-75.01258499999999,0.49979999999999997,47.43417655555676,-450.0,-0.09969411764705882,-3.675289493000964,1.4168366929629614,0.3534118843049395,5.44914025628262
-1.5006802721088437,-75.01258499999999,0.49979999999999997,47.4343217156188,-450.0,-0.09969411764705882,-3.675289493000964,1.4168366929629614,0.3534118843049395,5.44914025628262
-1.5006802721088437,-75.01258499999999,0.49979999999999997,47.4343338424503,-450.0,-0.09969411764705882,-3.675289493000964,1.4168366929629614,0.3534118843049395,5.44914025628262
-1.5006802721088437,-75.01258499999999,0.49979999999999997,47.434529327752685,-450.0,-0.09969411764705882,-3.675289493000964,1.4168366929629614,0.3534118843049395,5.44914025628262
-1.5006802721088437,-75.01258499999999,0.49979999999999997,47.434644055239154,-450.0,-0.09969411764705882,-3.675289493000964,1.4168366929629614,0.3534118843049395,5.44914025628262
-1.5006802721088437,-75.01258499999999,0.49979999999999997,47.43491704741422,-450.0,-0.09969411764705882,-3.675289493000964,1.4168366929629614,0.3534118843049395,5.44914025628262
-1.923076923076923,1.0,0.0,0.0,-470.0,-1.0,-5.227071060578384,0.2506702697867864,0.0,0.0
-1.923076923076923,1.0,0.0,0.0,-470.0,-1.0,-5.227071060578384,0.2506702697867864,0.0,0.0
-1.923076923076923,1.0,0.0,0.0,-470.0,-1.0,-5.227071060578384,0.2506702697867864,0.0,0.0
-2.272727272727273,-75.46929000000002,0.374,1.0,-500.0,0.0,-5.866787509475955,0.2506702697867864,0.0,0.0
-2.272727272727273,-75.46929000000002,0.374,1.0,-500.0,0.0,-5.866787509475955,0.2506702697867864,0.0,0.0
-2.272727272727273,-75.46929000000002,0.374,1.0,-500.0,0.0,-5.866787509475955,0.2506702697867864,0.0,0.0
-2.272727272727273,-75.46929000000002,0.374,1.0,-500.0,0.0,-5.355619765049223,0.2506702697867864,0.0,0.0
-2.272727272727273,-75.46929000000002,0.374,1.0,-500.0,0.0,-5.355619765049223,0.2506702697867864,0.0,0.0
-2.272727272727273,-75.46929000000002,0.374,1.0,-500.0,0.0,-5.355619765049223,0.2506702697867864,0.0,0.0
-2.272727272727273,-75.46929000000002,0.374,1.0,-500.0,0.0,-4.958340425221721,0.2506702697867864,0.0,0.0
-2.272727272727273,-75.46929000000002,0.374,1.0,-500.0,0.0,-4.958340425221721,0.2506702697867864,0.0,0.0
-2.272727272727273,-75.46929000000002,0.374,1.0,-500.0,0.0,-4.958340425221721,0.2506702697867864,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,49.99953061276636,-549.992,-0.06741573033707865,-4.6361502438033595,1.5445004258382515,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,49.999641009026476,-549.992,-0.06741573033707865,-4.6361502438033595,1.5445004258382515,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,49.99969757294403,-549.992,-0.06741573033707865,-4.6361502438033595,1.5445004258382515,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,49.999846238295476,-549.992,-0.06741573033707865,-4.6361502438033595,1.5445004258382515,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,45.22625003502513,-449.992,-0.06741573033707865,-4.193555681021032,1.5445004258382515,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,45.22636734074947,-449.992,-0.06741573033707865,-4.193555681021032,1.5445004258382515,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,45.22651953968977,-449.992,-0.06741573033707865,-4.193555681021032,1.5445004258382515,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,45.226532255711284,-449.992,-0.06741573033707865,-4.193555681021032,1.5445004258382515,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,45.22673725152398,-449.992,-0.06741573033707865,-4.193555681021032,1.5445004258382515,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,45.22685756749689,-449.992,-0.06741573033707865,-4.193555681021032,1.5445004258382515,0.0,0.0
-2.411578947368421,-79.06875699999999,0.3382,45.22714386717862,-449.992,-0.06741573033707865,-4.193555681021032,1.5445004258382515,0.0,0.0
-2.3845789473684214,-84.99649999999998,0.361,43.621485624599785,-470.0,0.0,-5.227071060578384,0.2506702697867864,0.0,0.0
-2.3845789473684214,-84.99649999999998,0.361,43.621485624599785,-470.0,0.0,-5.227071060578384,0.2506702697867864,0.0,0.0
-2.3845789473684214,-84.99649999999998,0.361,43.621485624599785,-470.0,0.0,-5.227071060578384,0.2506702697867864,0.0,0.0
-2.1739130434782608,-82.24799999999999,0.4232,1.0,-600.0,0.0,-8.747359083702957,0.2506702697867864,0.0,0.0
0.0,1.0,0.0,1.0487221590056166,-450.0,-1.0,-5.8519302783305935,0.2506702697867864,0.0,0.0
0.0,1.0,0.0,1.3381488492869362,-450.0,-1.0,-5.8519302783305935,0.2506702697867864,0.0,0.0
0.0,1.0,0.0,1.7605167708515823,-450.0,-1.0,-5.8519302783305935,0.2506702697867864,0.0,0.0
0.0,1.0,0.0,0.889180714392722,-500.0,-1.0,-6.168476129342587,0.2506702697867864,0.0,0.0
